Date,Open,High,Low,Close,Volume
2023-05-26,334.82,343.16,334.72,342.33,63007000
2023-05-30,346.56,347.76,342.46,343.88,72652200
2023-05-31,342.3,344.49,340.47,341.92,65105400
2023-06-01,341.67,347.2,340.62,345.87,50488600
2023-06-02,347.63,349.63,345.87,348.47,53372100
2023-06-05,348.25,351.27,347.68,348.71,47266200
2023-06-06,348.11,349.62,346.78,348.66,41390400
2023-06-07,348.94,350.9,342.11,342.74,69225900
2023-06-08,343.04,347.46,342.81,346.99,47153900
2023-06-09,348.45,351.43,346.88,348.32,53196900
2023-06-12,349.98,354.31,349.01,354.21,44606500
2023-06-13,356.96,357.76,353.76,356.93,57097800
2023-06-14,356.94,359.81,354.14,359.52,69525600
2023-06-15,358.26,365.29,357.64,363.81,71138800
2023-06-16,366.22,366.35,361.08,361.52,80932000
2023-06-20,360.07,362.4,358.04,361.0,49204700
2023-06-21,359.86,360.29,355.16,356.08,53378300
2023-06-22,354.83,360.44,354.43,360.28,47603000
2023-06-23,356.39,359.01,355.02,356.71,48922900
2023-06-26,356.18,358.97,351.84,351.93,52685500
2023-06-27,353.47,358.71,352.74,357.98,49428100
2023-06-28,356.16,360.63,356.08,358.68,46498000
2023-06-29,358.38,359.02,356.32,357.96,46151000
2023-06-30,361.64,364.53,361.32,363.48,58712500
2023-07-03,364.12,364.96,363.04,364.34,19432900
2023-07-05,362.77,366.03,362.73,364.33,34460900
2023-07-06,360.62,361.99,358.66,361.55,49374700
2023-07-07,361.32,364.52,360.12,360.35,47133700
2023-07-10,360.07,361.15,357.57,360.47,48498800
2023-07-11,360.89,362.7,358.76,362.25,38214100
2023-07-12,366.35,368.17,364.35,366.82,61975400
2023-07-13,370.0,373.88,369.42,373.05,46960000
2023-07-14,373.49,376.7,372.1,372.97,55148500
2023-07-17,373.69,377.33,373.21,376.46,40868900
2023-07-18,375.82,380.9,373.89,379.54,55262000
2023-07-19,380.6,381.74,378.12,379.45,54093000
2023-07-20,376.46,377.92,369.68,370.7,71941700
2023-07-21,373.08,373.81,369.16,369.59,60499600
2023-07-24,370.56,371.51,368.32,370.18,40380100
2023-07-25,370.89,374.35,370.87,372.69,38894400
2023-07-26,371.65,373.14,369.15,371.45,47075700
2023-07-27,376.91,378.52,369.27,370.56,63940200
2023-07-28,374.62,378.34,374.11,377.31,56902900
2023-07-31,377.62,378.69,376.19,377.51,44019900
2023-08-01,376.16,377.39,374.57,376.63,41060600
2023-08-02,373.16,373.16,367.13,368.37,72687100
2023-08-03,365.96,369.9,365.79,367.78,47666400
2023-08-04,369.71,372.02,365.56,366.06,61702800
2023-08-07,367.87,369.25,365.54,369.16,37230400
2023-08-08,366.65,366.67,362.89,366.02,44726500
2023-08-09,366.3,366.46,361.24,361.99,51150900
2023-08-10,365.0,368.34,361.14,362.66,72035300
2023-08-11,360.1,362.08,358.83,360.35,48707200
2023-08-14,359.55,364.51,358.84,364.39,42130800
2023-08-15,363.42,364.22,359.86,360.53,45539900
2023-08-16,359.99,361.52,356.61,356.71,53190500
2023-08-17,358.11,358.45,352.4,352.81,62604300
2023-08-18,349.55,353.63,349.01,352.37,61191400
2023-08-21,353.84,358.73,353.37,358.05,50696500
2023-08-22,360.66,360.67,356.85,357.54,44530200
2023-08-23,358.72,364.27,358.5,363.17,51770600
2023-08-24,366.65,366.75,355.2,355.41,66842500
2023-08-25,356.25,359.86,352.81,358.17,69960500
2023-08-28,361.09,361.8,358.39,360.86,40910000
2023-08-29,360.67,369.1,360.34,368.74,58492400
2023-08-30,368.85,371.38,367.85,370.8,41731500
2023-08-31,370.88,373.61,370.81,371.91,35730700
2023-09-01,374.28,374.71,370.03,371.52,39801200
2023-09-05,370.71,373.21,369.79,371.99,32344200
2023-09-06,371.21,371.56,366.71,368.71,42998700
2023-09-07,364.26,366.85,363.21,366.08,52060700
2023-09-08,366.03,368.82,365.62,366.59,35800100
2023-09-11,369.62,371.42,367.65,370.91,39936600
2023-09-12,369.24,370.89,366.51,366.8,41391000
2023-09-13,367.03,369.8,365.9,368.19,46300700
2023-09-14,369.94,372.19,367.88,371.2,48039400
2023-09-15,369.87,370.27,363.91,364.85,69811200
2023-09-18,363.91,366.34,363.62,365.23,36903500
2023-09-19,363.91,365.25,361.42,364.45,37621700
2023-09-20,365.51,365.87,359.12,359.2,45514200
2023-09-21,355.51,356.3,352.45,352.61,69734800
2023-09-22,354.36,356.5,352.35,352.66,51589700
2023-09-25,351.7,354.43,350.71,354.34,39168000
2023-09-26,351.76,352.3,348.03,349.02,53657700
2023-09-27,350.17,351.75,346.21,349.84,56066000
2023-09-28,348.92,354.89,348.06,352.76,56453300
2023-09-29,356.24,357.63,351.79,353.02,64829600
2023-10-02,353.28,357.36,352.67,355.97,51625100
2023-10-03,353.52,355.72,348.1,349.72,60478500
2023-10-04,350.56,355.32,350.09,354.48,54786700
2023-10-05,354.47,354.87,349.93,353.43,45897400
2023-10-06,350.44,360.55,349.65,359.35,75049100
2023-10-09,356.99,361.73,355.49,361.19,45304800
2023-10-10,361.52,365.84,361.02,363.19,46968800
2023-10-11,364.52,365.97,362.79,365.78,38215100
2023-10-12,366.28,368.26,362.11,364.51,49587900
2023-10-13,365.14,365.72,358.53,359.93,52469900
2023-10-16,361.25,365.05,361.1,364.0,44201100
2023-10-17,360.45,364.5,358.33,362.8,50999100
2023-10-18,360.31,362.52,356.71,358.04,54280500
2023-10-19,359.46,360.66,353.9,354.69,72274200
2023-10-20,354.19,354.76,349.18,349.4,72559700
2023-10-23,348.08,353.99,345.97,350.46,60665200
2023-10-24,352.27,354.63,350.58,353.87,47082100
2023-10-25,351.47,351.65,344.62,345.21,71190500
2023-10-26,344.0,344.94,337.33,338.62,78621400
2023-10-27,341.35,343.73,339.04,340.25,63476700
2023-10-30,342.73,345.4,341.37,344.08,55298500
2023-10-31,344.11,346.1,341.54,345.73,47671900
2023-11-01,346.56,352.29,346.47,351.73,58992700
2023-11-02,356.24,358.35,355.02,358.11,58162400
2023-11-03,359.4,363.61,359.18,362.32,53280500
2023-11-06,363.09,364.36,361.53,363.8,38848700
2023-11-07,364.84,368.1,363.64,367.24,50777400
2023-11-08,367.61,368.31,365.19,367.47,35663400
2023-11-09,368.16,369.31,364.15,364.65,53859400
2023-11-10,366.37,372.99,365.84,372.84,58309800
2023-11-13,371.27,372.74,369.74,371.68,40733500
2023-11-14,378.09,380.6,377.56,379.68,67792600
2023-11-15,381.57,382.07,378.61,379.97,54141400
2023-11-16,379.2,380.53,377.94,380.29,45343500
2023-11-17,379.56,381.4,378.66,380.38,46571900
2023-11-20,380.39,385.67,380.39,385.01,44429600
2023-11-21,383.31,383.53,381.03,382.78,43337000
2023-11-22,384.85,387.31,383.34,384.34,44121000
2023-11-24,383.94,384.53,382.81,383.8,15718800
2023-11-27,383.31,385.42,382.59,383.47,34139700
2023-11-28,382.72,385.05,382.36,384.47,35491100
2023-11-29,386.93,388.36,383.75,384.1,38811700
2023-11-30,384.36,384.83,380.17,383.13,52834400
2023-12-01,382.07,384.82,380.41,384.22,40490100
2023-12-04,380.43,380.93,377.05,380.66,51186900
2023-12-05,378.76,382.81,378.58,381.61,42933000
2023-12-06,384.55,384.65,379.06,379.41,41994100
2023-12-07,382.38,385.54,381.29,384.71,49593500
2023-12-08,382.97,386.87,382.79,386.42,46687500
2023-12-11,386.0,389.99,385.79,389.72,41198000
2023-12-12,389.76,392.95,388.63,392.83,39221200
2023-12-13,393.76,398.43,392.99,397.82,55408100
2023-12-14,399.04,400.34,394.47,397.48,55447800
2023-12-15,398.26,400.58,397.65,399.4,62896600
2023-12-18,399.79,402.81,399.47,401.91,46610000
2023-12-19,402.37,404.09,402.18,403.97,35711900
2023-12-20,403.17,405.26,397.79,397.97,54042400
2023-12-21,401.89,402.96,399.34,402.6,45568900
2023-12-22,403.81,404.77,401.32,403.2,34314000
2023-12-26,404.06,406.34,403.96,405.67,22722500
2023-12-27,405.95,406.78,405.09,406.49,31980500
2023-12-28,407.65,407.9,405.94,406.29,27029200
2023-12-29,406.27,406.63,402.62,404.54,42662100
2024-01-02,400.9,401.15,395.37,397.69,58026900
2024-01-03,395.06,396.12,393.05,393.48,47002800
2024-01-04,391.62,394.73,391.24,391.46,39432800
2024-01-05,391.63,394.7,390.53,391.92,44922800
2024-01-08,393.15,400.31,393.0,400.02,42473800
2024-01-09,397.02,401.74,396.82,400.81,39132900
2024-01-10,401.13,404.54,400.24,403.53,33962800
2024-01-11,404.8,406.2,399.32,404.37,54536200
2024-01-12,405.41,406.25,403.18,404.58,39595000
2024-01-16,403.34,406.12,401.88,404.54,43903000
2024-01-17,401.23,402.63,398.02,402.25,54386000
2024-01-18,405.52,408.55,404.18,407.96,59562500
2024-01-19,410.17,416.21,409.58,416.05,70325100
2024-01-22,418.26,419.56,416.0,416.6,44880600
2024-01-23,417.29,418.54,415.45,418.33,33003800
2024-01-24,422.24,424.62,420.15,420.65,46948000
2024-01-25,423.15,423.82,418.82,421.16,44367200
2024-01-26,419.27,421.02,418.0,418.65,37137000
2024-01-29,419.11,423.14,418.45,422.94,38694700
2024-01-30,421.9,422.48,419.22,420.12,36739000
2024-01-31,415.73,417.72,411.72,411.9,64010600
2024-02-01,413.69,417.24,412.73,416.75,51008600
2024-02-02,418.64,425.0,417.64,423.79,59602400
2024-02-05,423.85,424.38,419.83,423.24,39889200
2024-02-06,424.38,424.98,420.05,422.39,35846100
2024-02-07,425.17,427.56,423.87,426.73,37712700
2024-02-08,426.85,428.28,426.17,427.52,29889900
2024-02-09,428.66,432.52,427.87,431.73,36943900
2024-02-12,431.62,433.8,429.36,430.04,33203300
2024-02-13,422.08,426.02,420.15,423.33,64491700
2024-02-14,426.01,428.37,423.66,427.95,45092700
2024-02-15,428.64,429.69,426.08,429.22,38796100
2024-02-16,429.6,429.7,424.62,425.33,53716500
2024-02-20,423.33,424.85,418.35,422.12,53999500
2024-02-21,419.38,420.52,416.5,420.43,49779000
2024-02-22,429.2,433.78,428.43,432.74,53887800
2024-02-23,434.3,435.23,430.49,431.46,39853900
2024-02-26,432.27,433.26,431.05,431.24,33043200
2024-02-27,432.34,432.66,429.74,432.27,33713200
2024-02-28,430.13,431.36,429.01,429.97,32938800
2024-02-29,432.9,434.73,429.73,433.66,42495200
2024-03-01,434.55,441.15,434.49,440.19,43853000
2024-03-04,440.19,440.61,438.37,438.62,34325700
2024-03-05,435.57,435.58,428.37,430.74,57917100
2024-03-06,434.96,436.61,431.57,433.45,46234500
2024-03-07,437.04,441.28,435.5,440.03,44526700
2024-03-08,440.38,443.18,433.01,433.68,72096000
2024-03-11,432.19,433.32,430.14,432.07,45860000
2024-03-12,434.38,438.62,431.15,438.26,55300900
2024-03-13,437.26,437.28,433.78,434.89,37928700
2024-03-14,436.13,436.65,431.08,433.8,52195200
2024-03-15,430.76,433.53,427.47,428.64,73069800
2024-03-18,433.96,436.25,432.49,432.73,47323800
2024-03-19,430.72,434.21,428.62,433.81,43004100
2024-03-20,435.0,439.29,433.3,438.95,43653500
2024-03-21,444.0,444.46,440.83,441.03,39345700
2024-03-22,440.51,442.63,439.66,441.53,28253900
2024-03-25,438.73,441.41,437.73,439.93,27789200
2024-03-26,441.45,442.37,438.28,438.5,34142000
2024-03-27,441.59,441.69,437.13,440.0,41359200
2024-03-28,439.95,440.8,438.83,439.19,36839600
2024-04-01,440.14,442.67,438.21,440.12,38729000
2024-04-02,435.3,436.63,433.27,436.32,44259700
2024-04-03,434.19,439.18,434.18,437.3,39949800
2024-04-04,441.48,442.09,430.38,430.61,57267700
2024-04-05,432.04,438.36,431.22,435.69,54744600
2024-04-08,436.61,437.69,434.43,435.81,28144900
2024-04-09,438.15,438.43,432.69,437.43,39443600
2024-04-10,432.25,434.47,431.54,433.61,61502200
2024-04-11,435.48,441.48,433.2,440.53,45474600
2024-04-12,436.31,437.44,432.13,433.51,53665000
2024-04-15,437.26,437.35,425.54,426.38,63453600
2024-04-16,426.22,429.05,425.03,426.42,47619000
2024-04-17,428.4,428.41,420.28,421.21,56880500
2024-04-18,421.86,423.59,418.24,418.81,46549400
2024-04-19,417.63,418.16,408.58,410.15,75231000
2024-04-22,412.78,416.6,409.44,414.27,47807700
2024-04-23,416.2,421.65,414.32,420.45,44384700
2024-04-24,423.55,425.06,419.59,421.88,48440300
2024-04-25,414.69,420.7,413.6,419.84,57392200
2024-04-26,422.97,427.85,422.28,426.32,41874900
2024-04-29,428.42,429.05,425.31,428.05,30022200
2024-04-30,426.47,427.86,419.9,419.98,43665900
2024-05-01,418.55,425.47,416.09,416.94,52251700
2024-05-02,420.68,423.16,416.06,422.26,36559000
2024-05-03,429.72,431.74,427.92,430.75,48515300
2024-05-06,432.55,435.56,431.78,435.47,30227200
2024-05-07,435.91,437.17,434.8,435.54,30996100
2024-05-08,432.92,436.68,432.8,435.28,24896700
2024-05-09,435.55,436.8,433.7,436.23,24580100
2024-05-10,437.73,439.48,435.71,437.26,27116600
2024-05-13,439.17,439.27,436.85,438.27,22994200
2024-05-14,437.84,441.62,437.65,441.09,34478300
2024-05-15,443.56,448.23,442.05,447.98,41464700
2024-05-16,447.79,449.75,446.9,447.07,34780400
2024-05-17,447.2,447.8,444.66,446.85,35803700
2024-05-20,447.07,450.63,446.88,449.97,24474200
2024-05-21,448.12,451.04,447.92,450.85,23167700
2024-05-22,451.11,451.86,448.16,450.76,25120000
2024-05-23,455.55,455.58,446.94,448.73,40899200
2024-05-24,450.34,454.24,448.64,452.98,29669500
2024-05-28,454.19,454.75,451.73,454.69,26216800
2024-05-29,450.53,453.26,450.39,451.48,29739200
2024-05-30,450.55,450.69,445.32,446.64,30536800
2024-05-31,446.87,447.56,438.25,445.81,55941300
2024-06-03,449.63,450.63,443.03,448.21,32997500
2024-06-04,447.95,450.63,446.23,449.43,23767400
2024-06-05,453.0,458.57,449.47,458.49,33817400
2024-06-06,459.18,459.49,457.17,458.34,21966800
2024-06-07,457.97,460.68,456.82,457.93,25829700
2024-06-10,456.8,460.14,456.52,459.78,20660800
2024-06-11,458.5,463.05,457.01,462.94,22053300
2024-06-12,466.86,471.32,466.17,469.0,34532600
2024-06-13,472.53,473.19,469.27,471.54,25859000
2024-06-14,471.34,474.05,470.88,473.98,23372600
2024-06-17,474.25,481.57,472.95,479.79,37054500
2024-06-18,479.74,480.62,478.18,479.94,24438600
2024-06-20,481.14,481.55,474.41,476.24,33918700
2024-06-21,475.96,477.3,473.47,474.96,37456800
2024-06-24,473.74,475.47,469.42,469.56,37751000
2024-06-25,471.65,475.22,470.71,474.93,29014700
2024-06-26,474.1,476.45,473.69,475.91,22737100
2024-06-27,475.66,478.61,474.85,477.14,26222100
2024-06-28,477.93,482.67,474.01,474.66,34881600
2024-07-01,475.58,478.01,471.84,477.44,24898300
2024-07-02,475.95,482.51,475.82,482.46,26723600
2024-07-03,481.7,486.61,481.7,486.48,18064900
2024-07-05,487.32,491.99,487.02,491.55,28495900
2024-07-08,491.92,493.27,490.9,492.72,22109400
2024-07-09,494.23,495.35,491.63,493.15,25614500
2024-07-10,495.07,498.84,493.76,498.29,28046900
2024-07-11,498.4,498.6,486.17,487.36,49966600
2024-07-12,487.93,494.98,487.47,490.22,37109400
2024-07-15,492.0,496.36,489.5,491.54,31151400
2024-07-16,493.0,493.81,488.57,491.73,25950600
2024-07-17,483.74,484.26,477.22,477.29,56268800
2024-07-18,481.02,481.2,471.84,475.04,49347400
2024-07-19,474.7,477.21,469.54,470.82,42042900
2024-07-22,476.69,478.86,473.27,477.84,40300000
2024-07-23,476.94,479.93,475.68,476.15,23282500
2024-07-24,469.42,469.78,458.21,459.07,58818600
2024-07-25,459.41,463.59,451.4,454.01,59256800
2024-07-26,458.35,461.6,455.5,458.67,39992100
2024-07-29,461.38,463.56,457.33,459.59,28218500
2024-07-30,461.52,462.23,449.93,453.28,41317200
2024-07-31,463.52,468.4,462.08,466.69,44552100
2024-08-01,467.38,471.13,451.74,455.39,56653900
2024-08-02,446.7,449.36,440.34,444.58,66323200
2024-08-05,420.76,438.18,419.52,431.32,87483500
2024-08-06,433.17,442.92,430.52,435.45,63164400
2024-08-07,442.34,444.83,430.33,430.73,54929200
2024-08-08,436.96,444.82,433.09,443.91,47890100
2024-08-09,442.59,447.86,441.47,446.23,33574000
2024-08-12,447.2,450.15,444.38,447.19,27795000
2024-08-13,451.58,458.55,451.45,458.28,40084500
2024-08-14,459.2,460.79,454.14,458.43,34733700
2024-08-15,464.4,470.41,464.03,470.01,38280600
2024-08-16,468.23,471.98,467.27,470.62,38383600
2024-08-19,470.76,476.84,468.97,476.8,23737700
2024-08-20,475.89,478.45,474.1,475.8,29209300
2024-08-21,476.58,479.87,474.87,478.02,25658800
2024-08-22,480.34,481.03,469.41,470.44,37739600
2024-08-23,474.79,478.25,470.86,475.54,36061500
2024-08-26,475.0,475.92,468.84,470.92,27452600
2024-08-27,469.29,473.4,467.33,472.33,27510000
2024-08-28,471.86,472.59,463.54,466.97,37372400
2024-08-29,468.88,473.49,465.01,466.29,41081500
2024-08-30,470.63,472.47,466.14,471.84,33466500
2024-09-03,468.8,468.93,455.14,457.52,44985200
2024-09-04,454.41,460.13,453.48,456.33,32505100
2024-09-05,454.71,461.04,453.69,456.76,34452400
2024-09-06,456.05,456.93,444.03,444.52,50624400
2024-09-09,448.85,451.23,445.64,450.24,32981200
2024-09-10,452.0,454.9,448.03,454.4,29680300
2024-09-11,455.64,465.01,447.09,464.27,57843000
2024-09-12,464.3,469.64,462.51,468.82,40067800
2024-09-13,468.09,472.1,467.86,470.92,29111800
2024-09-16,468.79,469.46,465.52,468.84,22585600
2024-09-17,471.86,473.16,466.59,469.09,30084400
2024-09-18,470.29,474.38,466.46,467.06,39909200
2024-09-19,478.13,481.71,476.03,478.87,52782500
2024-09-20,478.01,479.2,473.86,477.96,34577700
2024-09-23,479.14,480.32,477.8,479.22,24843000
2024-09-24,480.63,482.49,476.38,481.54,25952600
2024-09-25,480.91,483.94,480.73,481.98,26549900
2024-09-26,489.47,489.8,481.96,485.6,32020200
2024-09-27,486.63,486.76,481.72,482.91,22851100
2024-09-30,481.94,484.55,479.11,484.21,30281100
2024-10-01,483.85,484.15,473.63,477.47,42735400
2024-10-02,476.57,480.06,473.95,478.14,23744000
2024-10-03,475.95,480.72,475.21,477.79,25337200
2024-10-04,483.6,484.03,478.58,483.47,30686600
2024-10-07,481.56,482.73,477.07,478.29,24975100
2024-10-08,480.83,486.12,480.03,485.44,28272000
2024-10-09,485.14,489.83,484.1,489.25,24995000
2024-10-10,486.97,490.56,485.66,488.7,25750400
2024-10-11,486.86,490.48,486.3,489.46,20644500
2024-10-14,491.85,494.89,491.35,493.57,26060100
2024-10-15,493.9,494.56,484.82,486.97,34784500
2024-10-16,487.3,487.81,483.72,487.03,22996800
2024-10-17,492.52,492.57,487.31,487.37,27210700
2024-10-18,490.16,491.66,489.4,490.56,25335000
2024-10-21,489.35,492.31,487.43,491.51,30336500
2024-10-22,488.84,493.52,488.08,492.04,26685800
2024-10-23,489.69,490.35,481.22,484.5,39346600
2024-10-24,488.22,489.11,485.57,488.43,22024900
2024-10-25,491.23,496.33,490.52,491.41,38762100
2024-10-28,494.52,494.58,491.19,491.49,20477800
2024-10-29,491.8,497.39,489.95,496.21,28014100
2024-10-30,495.45,496.4,491.97,492.46,29756000
2024-10-31,488.49,488.54,479.93,480.03,41245200
2024-11-01,481.67,486.87,481.37,483.58,33655800
2024-11-04,482.97,485.51,480.43,482.17,23291600
2024-11-05,483.76,488.99,483.67,488.32,24353600
2024-11-06,496.61,502.41,495.65,501.59,43082200
2024-11-07,504.38,510.27,504.32,509.48,32853100
2024-11-08,508.99,510.85,508.36,510.08,22924500
2024-11-11,511.3,511.51,506.88,509.78,24167500
2024-11-12,509.71,510.59,505.8,508.86,25835300
2024-11-13,508.35,510.91,505.92,508.2,24567400
2024-11-14,507.87,508.74,503.76,504.67,28679500
2024-11-15,498.97,499.35,490.58,492.65,51461100
2024-11-18,494.2,498.17,492.81,496.07,27080800
2024-11-19,493.49,499.97,493.15,499.48,24523000
2024-11-20,499.19,499.5,492.64,499.2,29565500
2024-11-21,502.24,502.96,493.63,500.99,34526700
2024-11-22,500.44,502.53,498.81,501.79,23826600
2024-11-25,505.87,507.41,500.28,502.59,26375200
2024-11-26,504.07,506.11,503.22,505.29,26557100
2024-11-27,504.16,504.23,497.97,501.31,24957400
2024-11-29,501.93,506.31,501.32,505.71,15334000
2024-12-02,506.97,512.18,506.59,511.22,25147200
2024-12-03,509.89,513.07,509.31,512.79,18597900
2024-12-04,516.21,519.38,515.5,519.13,26086200
2024-12-05,519.18,519.9,517.3,517.69,18169600
2024-12-06,518.35,522.56,518.22,522.32,23762600
2024-12-09,521.4,522.19,517.1,518.25,20674400
2024-12-10,519.48,521.23,515.06,516.49,24350000
2024-12-11,520.85,526.42,520.45,525.73,32168600
2024-12-12,523.51,524.78,521.87,522.34,23577500
2024-12-13,526.27,528.96,523.13,526.34,28780400
2024-12-16,528.87,534.89,528.79,533.92,31979900
2024-12-17,532.12,533.23,529.91,531.57,28579100
2024-12-18,530.92,532.64,510.94,512.39,54703200
2024-12-19,517.07,517.64,509.77,510.11,46441800
2024-12-20,506.41,520.67,505.27,514.56,60530000
2024-12-23,516.28,519.95,512.88,519.58,29672800
2024-12-24,521.52,526.71,520.89,526.62,17558200
2024-12-26,524.99,527.89,522.99,526.26,19090500
2024-12-27,522.7,523.13,514.6,519.27,33839600
2024-12-30,512.26,516.09,508.61,512.36,34584000
2024-12-31,513.64,514.4,507.05,508.01,29117000
2025-01-02,511.06,513.39,502.52,507.02,36389800
2025-01-03,510.12,516.38,509.3,515.31,29059500
2025-01-06,520.72,524.59,518.74,521.24,36109700
2025-01-07,522.28,522.68,510.05,511.93,36690300
2025-01-08,511.84,513.66,507.35,512.02,30777800
2025-01-10,508.26,508.36,500.75,504.0,40532500
2025-01-13,498.04,502.83,496.55,502.38,31694200
2025-01-14,505.54,506.95,498.43,501.9,33737200
2025-01-15,509.8,514.59,508.24,513.45,34957600
2025-01-16,515.71,515.79,509.72,509.85,28229000
2025-01-17,519.56,520.77,509.88,518.45,51837900
2025-01-21,521.18,522.66,516.78,521.49,23628000
2025-01-22,526.23,530.46,525.93,528.16,33593000
2025-01-23,525.71,529.4,525.12,529.28,23096600
2025-01-24,529.66,530.43,524.82,526.29,19878300
2025-01-27,507.78,514.73,506.94,510.97,60771700
2025-01-28,511.97,519.71,508.56,518.52,33194200
2025-01-29,519.17,519.3,513.64,517.55,26649000
2025-01-30,520.41,522.79,514.95,519.76,27431300
2025-01-31,523.6,528.17,517.91,519.0,38755200
2025-02-03,510.24,517.57,507.83,514.85,40580800
2025-02-04,515.36,521.8,514.97,521.17,26046800
2025-02-05,518.53,523.69,517.34,523.53,21134100
2025-02-06,524.04,526.47,522.43,526.26,19434500
2025-02-07,526.8,528.75,518.9,519.63,29605500
2025-02-10,523.9,527.02,523.43,525.92,20852800
2025-02-11,522.65,526.58,522.52,524.66,19325500
2025-02-12,519.01,525.86,518.66,524.97,25009400
2025-02-13,526.64,532.84,525.86,532.52,28714800
2025-02-14,532.63,535.45,532.3,534.76,17862600
2025-02-18,536.33,536.6,532.66,535.97,20565000
2025-02-19,535.18,537.4,533.08,536.12,19666900
2025-02-20,535.34,535.7,529.11,533.85,26550800
2025-02-21,534.99,535.01,522.4,522.77,47093800
2025-02-24,524.55,525.74,516.26,516.6,39268400
2025-02-25,515.97,516.05,506.23,510.09,48940000
2025-02-26,512.28,516.39,508.15,511.32,34457600
2025-02-27,514.87,515.8,496.9,497.12,52448000
2025-02-28,496.98,505.58,493.8,504.97,47654000
2025-03-03,508.3,509.81,490.47,493.92,44587200
2025-03-04,491.07,500.57,484.67,492.43,67875400
2025-03-05,493.07,500.46,488.17,498.85,46323700
2025-03-06,490.58,495.44,483.14,485.12,57574300
2025-03-07,484.09,490.17,477.5,488.69,54714700
2025-03-10,480.4,480.92,465.71,469.75,76668000
2025-03-11,469.37,475.79,464.07,468.63,68760800
2025-03-12,476.14,478.03,468.82,473.92,46971100
2025-03-13,473.25,473.28,463.49,465.39,46563300
2025-03-14,470.75,477.53,470.14,476.64,43563000
2025-03-17,476.59,482.78,474.79,479.73,41744400
2025-03-18,476.39,476.59,469.43,471.55,39072300
2025-03-19,473.81,482.27,471.88,477.86,40430300
2025-03-20,473.88,481.5,473.18,476.24,36780500
2025-03-21,471.09,478.58,469.93,477.81,42234900
2025-03-24,485.39,489.14,482.07,488.3,34567200
2025-03-25,489.02,491.24,488.06,491.08,26035200
2025-03-26,489.93,490.78,480.49,482.05,34627100
2025-03-27,480.09,484.24,477.94,479.3,33469800
2025-03-28,477.5,478.21,465.8,466.68,46363800
2025-03-31,459.69,467.6,455.13,466.66,53000300
2025-04-01,465.05,471.35,462.18,470.42,41156200
2025-04-02,463.87,477.25,463.62,473.86,49894500
2025-04-03,454.24,457.85,447.97,448.49,70456300
2025-04-04,436.03,438.25,420.63,420.63,117088400
2025-04-07,406.69,441.01,400.45,421.65,161557000
2025-04-08,436.05,441.01,407.82,414.06,101248100
2025-04-09,413.57,465.58,413.43,463.76,142876900
2025-04-10,451.38,453.4,430.55,444.03,108384100
2025-04-11,442.51,453.59,439.2,452.21,52483800
2025-04-14,462.22,462.81,450.45,455.28,43941200
2025-04-15,456.33,460.15,453.95,455.78,35404200
2025-04-16,446.87,450.44,435.65,442.04,48980600
2025-04-17,445.02,445.59,439.23,441.96,44837000
2025-04-21,436.12,436.96,425.87,431.02,44149300
2025-04-22,436.71,445.42,435.51,442.34,52304400
2025-04-23,455.96,461.15,450.7,452.37,55801100
2025-04-24,454.28,465.41,453.63,465.1,45956100
2025-04-25,464.72,470.81,463.15,470.28,38697100
2025-04-28,470.75,472.52,463.79,470.13,33550800
2025-04-29,467.91,474.13,467.33,473.24,30613100
2025-04-30,464.88,474.9,460.2,473.18,46810600
2025-05-01,481.08,484.83,478.42,479.36,43316500
2025-05-02,484.2,488.55,482.49,486.48,39218100
2025-05-05,482.27,486.67,481.77,483.59,28309500
2025-05-06,477.25,482.71,475.89,479.09,32786300
2025-05-07,479.76,483.46,474.48,480.97,38006300
2025-05-08,486.18,490.33,481.84,485.94,39577600
2025-05-09,487.85,489.17,483.86,485.62,27767400
2025-05-12,504.55,505.44,499.06,505.4,45090600
2025-05-13,506.71,514.9,505.97,513.11,53269600
2025-05-14,514.28,516.73,513.27,516.18,47014500
2025-05-15,514.03,519.42,512.69,516.75,50153300
2025-05-16,518.15,519.19,514.61,519.0,48394600
2025-05-19,511.76,520.01,511.76,519.5,52536200
2025-05-20,516.97,518.42,514.17,517.76,42517600
2025-05-21,513.78,520.48,508.78,510.57,71292800
2025-05-22,511.19,515.22,509.83,511.52,55607200
2025-05-23,503.74,509.37,503.14,506.79,58368100
2025-05-27,513.66,519.2,512.11,518.71,47226300
2025-05-28,519.66,521.16,515.89,516.41,46637200
2025-05-29,523.79,523.94,514.83,517.43,58513300
2025-05-30,516.94,518.17,509.46,516.61,67662800
2025-06-02,514.75,520.93,513.48,520.69,44762800
2025-06-03,521.04,526.19,520.17,524.76,44070300
2025-06-04,525.47,527.29,523.44,526.22,41359300
2025-06-05,527.63,530.48,520.14,522.26,61031200
2025-06-06,527.45,529.24,525.67,527.37,42467000
2025-06-09,527.59,529.79,526.46,528.14,33688700
2025-06-10,528.61,532.32,526.34,531.64,40664800
2025-06-11,533.04,534.19,527.56,529.85,53701000
2025-06-12,528.53,532.06,528.28,531.09,34104900
2025-06-13,525.14,529.31,523.2,524.42,55814400
2025-06-16,527.94,532.79,527.89,531.72,37622100
2025-06-17,529.15,530.76,525.37,526.53,42180900
2025-06-18,527.55,529.98,524.86,526.44,43983500
